id,created_at,text,cleaned_text,sentiment,keyword,likes,retweets
1861692572776690122,2024-11-27 08:44:32+00:00,"$HAFN Hafnia Ltd declared a $0.379 USD dividend with a record date of 12/6/2024.  

Also, a 100M stock buyback.  Smart when a company is trading at almost 50% of NAV and a Net LTV ratio of 19.1%.  

Looking Good Billy Ray!  Feeling Good Louis!",HAFN Hafnia Ltd declared a 0 379 USD dividend with a record date of 12 6 2024 Also a 100M stock buyback Smart when a company is trading at almost 50 of NAV and a Net LTV ratio of 19 1 Looking Good Billy Ray Feeling Good Louis,positive,stock trading,0,0
1861692548718514664,2024-11-27 08:44:26+00:00,"🚀Is Dutch Bros the Next Big Brew? A Young Investor's $287K Success Story💹
👉https://t.co/pJFeIyeWOW
Capital at Risk. Not Investment Advice. Past performance does not guarantee future results.
$BROS #coffee #food #beverage #Starbucks #healthy #invest #trading #stock #tigertrade https://t.co/MNpWJ7lM9a",Is Dutch Bros the Next Big Brew A Young Investor s 287K Success Story Capital at Risk Not Investment Advice Past performance does not guarantee future results BROS coffee food beverage Starbucks healthy invest trading stock tigertrade,positive,stock trading,0,0
1861692343667048529,2024-11-27 08:43:37+00:00,"@stock_vals Click on the link and say hi 👋 so you can be added to Shay Boloor free trading group on telegram
👇👇👇

https://t.co/O23aMlkU0J",vals Click on the link and say hi so you can be added to Shay Boloor free trading group on telegram,positive,stock trading,0,0
1861692111998906732,2024-11-27 08:42:42+00:00,"Most European markets decline. #NDTVProfitMarkets

Read latest #stockmarket updates: https://t.co/h8kBqt0NBv https://t.co/gOOuNA05e5",Most European markets decline NDTVProfitMarkets Read latest stockmarket updates,positive,stock trading,2,1
1861692043891806430,2024-11-27 08:42:26+00:00,"Pakistan Stock Exchange is up by 3500+ points, currently trading at 98000+ points 🇵🇰

As said, this hard earned stability shall never go in vain, InshaAllah https://t.co/ZSNjrIpEvB",Pakistan Stock Exchange is up by 3500 points currently trading at 98000 points As said this hard earned stability shall never go in vain InshaAllah,negative,stock trading,0,0
1861691645093179567,2024-11-27 08:40:51+00:00,"Will Cassava Sciences ($SAVA) stock rise today?  

#SAVA #Stocks #Finance #Investing #StockMarket #Trading #DayTrading #Wealth #Money #StockWatch #MarketNews #Bullish #Bearish #Bitcoin #BTC #SMCI $BTC $Bitcoin $TSLA #TSLA #news #USA #Trump #WallStreet @wallstreetbets @elonmusk",Will Cassava Sciences SAVA stock rise today SAVA Stocks Finance Investing StockMarket Trading DayTrading Wealth Money StockWatch MarketNews Bullish Bearish Bitcoin BTC SMCI BTC Bitcoin TSLA TSLA news USA Trump WallStreet,neutral,stock trading,1,0
1861691638663217311,2024-11-27 08:40:49+00:00,"For Wednesday investors get a number of economic reports. Among them is the latest PCE Index which can, at times, swings markets in the morning. Investors should review the $SPX Stock Market Outlook before trading resumes today.
https://t.co/yNEapt8U2V",For Wednesday investors get a number of economic reports Among them is the latest PCE Index which can at times swings markets in the morning Investors should review the SPX Stock Market Outlook before trading resumes today,positive,stock trading,0,0
1861691585353916713,2024-11-27 08:40:37+00:00,"@TheFP @DanCrenshawTX ""how about we don’t make any money either?""
If you want to do stock trading to ""make money"" F off to the private sector. Why are you in the gov sector? I thought gov sector was to ""help people"" not ""make money"".",how about we don t make any money either If you want to do stock trading to make money F off to the private sector Why are you in the gov sector I thought gov sector was to help people not make money,neutral,stock trading,0,0
1861691258663506156,2024-11-27 08:39:19+00:00,"Free Stock trading discord:https://t.co/FiLMnHSKAG

$GE $AAL $DIS $DAL $AAPL $MSFT $TSLA $SQ $NFLX $SPY $ROKU $SPCE $INO $UVXY $VXX $RAD https://t.co/TbE60j74dS",Free Stock trading discord GE AAL DIS DAL AAPL MSFT TSLA SQ NFLX SPY ROKU SPCE INO UVXY VXX RAD,positive,stock trading,0,0
1861691170209812504,2024-11-27 08:38:58+00:00,@PelosiTracker_ Literally paid over 100k to have the job but crying over stock trading,Literally paid over 100k to have the job but crying over stock trading,negative,stock trading,0,0
