id,created_at,text,cleaned_text,sentiment,keyword,likes,retweets
1859709601488482408,2024-11-21 21:24:55+00:00,Imagine the stock market but someone is telling you what to buy to pump and sell,Imagine the stock market but someone is telling you what to buy to pump and sell,neutral,stock market,0,0
1859709488221257825,2024-11-21 21:24:28+00:00,"Was honored, once again, with a request for some help by @MktwSaefong for an article in @MarketWatch today... 

Check it out and let me know what you think!

https://t.co/wsXFx1DDS6

#investing #gold #investments #trading #commodities",Was honored once again with a request for some help by for an article in today Check it out and let me know what you think investing gold investments trading commodities,neutral,stock market,0,0
1859709445200310626,2024-11-21 21:24:18+00:00,"@rynmrnt @LDoddannagari @darab_farooqui Was watching the news it seems in a single day $30 Billion wiped off from Adani group that's an insane single day fall .

It's honestly scary in the coming days there could be a bloodbath in the stock market 😖.",farooqui Was watching the news it seems in a single day 30 Billion wiped off from Adani group that s an insane single day fall It s honestly scary in the coming days there could be a bloodbath in the stock market,negative,stock market,0,0
1859709356054544618,2024-11-21 21:23:56+00:00,"bro... the stock market is a BITCH! 
$SPY $QQQ $IWM...",bro the stock market is a BITCH SPY QQQ IWM,neutral,stock market,1,0
1859709330934857989,2024-11-21 21:23:50+00:00,"@pearlythingz This is true but there is also the opportunity cost fallacy at play. You can lose everything in the stock market but if you let this scare you out of playing altogether you lose in a different way. 

Marriage is very risky but not getting married has its own risk.",This is true but there is also the opportunity cost fallacy at play You can lose everything in the stock market but if you let this scare you out of playing altogether you lose in a different way Marriage is very risky but not getting married has its own risk,positive,stock market,0,0
1859709246490935568,2024-11-21 21:23:30+00:00,@Ricinettes @ChrisWontTweet @StatisticUrban Full employment? Record stock market and property values?,Full employment Record stock market and property values,positive,stock market,0,0
1859709230334476541,2024-11-21 21:23:26+00:00,@puppyeh1 Day 2 post announcement and the stock is still trading at low-$0.30s. Looks like good value here but suspicious that the market knows something I don't. Maybe market assuming high contingent costs and some tax leakage? Mgmt not clear on return of capital intention? https://t.co/mrWUNHp13K,Day 2 post announcement and the stock is still trading at low 0 30s Looks like good value here but suspicious that the market knows something I don t Maybe market assuming high contingent costs and some tax leakage Mgmt not clear on return of capital intention,positive,stock market,0,0
1859709223413875098,2024-11-21 21:23:25+00:00,@elonmusk And you gotta put a stop to these government officials from making millions off insider trading in the stock market!,And you gotta put a stop to these government officials from making millions off insider trading in the stock market,neutral,stock market,0,0
1859709047030808792,2024-11-21 21:22:43+00:00,"@Jaguar @elonmusk I wouldn’t go if you fly me first class, put me up in a penthouse in Brickell, and subsidize the alcohol required to take you seriously. I’m going to short your stock, and make money. AB lost $27 Billion in market cap. You people just don’t get it, and it is hilarious.",I wouldn t go if you fly me first class put me up in a penthouse in Brickell and subsidize the alcohol required to take you seriously I m going to short your stock and make money AB lost 27 Billion in market cap You people just don t get it and it is hilarious,positive,stock market,0,0
1859709029708362140,2024-11-21 21:22:39+00:00,"@Burrow_Szn_ @sporttrade_app It’s a very nuanced argument, but here we go:

The point spread of tonight’s game is a market. It’s kind of like “IBM stock”. Just look at @sporttrade_app for a second:

Bid: 49.5 x 1,000
Ask: 51 x 1,000

So 1.5% wide, $50k available at top of book. https://t.co/OJNEZ336Xc",Szn app It s a very nuanced argument but here we go The point spread of tonight s game is a market It s kind of like IBM stock Just look at app for a second Bid 49 5 x 1 000 Ask 51 x 1 000 So 1 5 wide 50k available at top of book,positive,stock market,0,0
1859708958656823533,2024-11-21 21:22:22+00:00,This was the craziest day I have ever experienced in the stock market personally,This was the craziest day I have ever experienced in the stock market personally,positive,stock market,1,0
1859708901379510530,2024-11-21 21:22:08+00:00,"@TheSonOfWalkley Wealth is what would be left if you lost all your money 🖥 Stock Market Updates 📈 Dividend Growth 💰 Personal Finances 🔬 TipRanks Research Tool In Link
https://t.co/k1KFT5scEv",Wealth is what would be left if you lost all your money Stock Market Updates Dividend Growth Personal Finances TipRanks Research Tool In Link,neutral,stock market,1,0
1859708833268105361,2024-11-21 21:21:52+00:00,"@DelusionPosting Manufacturing has not been ""rebuilt"", it's recovering from the damage dems did during covid.

The economy is still in a crater.

The stock market is high because the market is measured in dollars, which are now worth a lot less.

Not everyone w/o a job is counted as unemployed",Manufacturing has not been rebuilt it s recovering from the damage dems did during covid The economy is still in a crater The stock market is high because the market is measured in dollars which are now worth a lot less Not everyone w o a job is counted as unemployed,positive,stock market,0,0
1859708774115590147,2024-11-21 21:21:38+00:00,Live: #Dow #closes more than 450 points #higher as #investors #snap up #stocks #tied to the #economy @CNBC https://t.co/k6phARm2ca,Live Dow closes more than 450 points higher as investors snap up stocks tied to the economy,positive,stock market,0,0
1859708714992988388,2024-11-21 21:21:24+00:00,"Chicks Dig Scars Sports Podcast:
Nike Refuses To Market Caitlin Clark To Make A'ja Wilson Happy &amp; Stock Plummets To Disastrous Levels

Nike signed Caitlin Clark to an NIL deal in 2022.  In April of 2024 Nike signed her to an historic 8 year endorsement deal.  Since then, Nike has… https://t.co/etqQ4VoI41 https://t.co/zEj6Cn4Wri",Chicks Dig Scars Sports Podcast Nike Refuses To Market Caitlin Clark To Make A ja Wilson Happy amp Stock Plummets To Disastrous Levels Nike signed Caitlin Clark to an NIL deal in 2022 In April of 2024 Nike signed her to an historic 8 year endorsement deal Since then Nike has,positive,stock market,0,0
1859708330882760965,2024-11-21 21:19:52+00:00,"@Inhumansoflate1 But banks are also heavily invested in the stock market. Giving billionaires loans to invest in companies banks are also invested in, just means the bank's investments appreciate.

This also doesn't seem sustainable long-term, but y'know... Bailouts.",But banks are also heavily invested in the stock market Giving billionaires loans to invest in companies banks are also invested in just means the bank s investments appreciate This also doesn t seem sustainable long term but y know Bailouts,negative,stock market,0,0
1859708301111590949,2024-11-21 21:19:45+00:00,"“I’m shorting the stock market”
- boring
- smells like CNBC
- kinda smelly

“The world is ending”
- exciting
- large IQ perhaps
- sounds cool",I m shorting the stock market boring smells like CNBC kinda smelly The world is ending exciting large IQ perhaps sounds cool,negative,stock market,0,0
1859708282589544940,2024-11-21 21:19:40+00:00,"The DOJ is trying to break up Google for too much influence and market share via Chrome, etc. The stock declined on the news (no position).

No one can break up the Bitcoin Monetary Network Monopoly. Therefore, everyone will likely join at one point or another. Yes, to Bitcoin.",The DOJ is trying to break up Google for too much influence and market share via Chrome etc The stock declined on the news no position No one can break up the Bitcoin Monetary Network Monopoly Therefore everyone will likely join at one point or another Yes to Bitcoin,positive,stock market,0,0
1859708199391125961,2024-11-21 21:19:21+00:00,"Market mixed: Nvidia's earnings boost Dow &amp; S&amp;P 500, but Alphabet's stock falls. Experts predict muted returns for S&amp;P 500 in 2025. Value stocks may be due for a comeback! #Investing #Finance #StockMarket",Market mixed Nvidia s earnings boost Dow amp S amp P 500 but Alphabet s stock falls Experts predict muted returns for S amp P 500 in 2025 Value stocks may be due for a comeback Investing Finance StockMarket,negative,stock market,0,0
1859708190704955432,2024-11-21 21:19:19+00:00,"@0xGautier Make sure you join my channel on Telegram. So you don't miss investment and trading ideas on #Bitcoin #Crypto and the #Stock market. Say Hi 👋 here to join 
👇👇👇

https://t.co/tgT2vkLyck",Make sure you join my channel on Telegram So you don t miss investment and trading ideas on Bitcoin Crypto and the Stock market Say Hi here to join,positive,stock market,0,0
