id,created_at,text,cleaned_text,sentiment,keyword,likes,retweets
1859931097158816210,2024-11-22 12:05:04+00:00,"Switchback copper adds depth to Bolt Metals Corp.’s portfolio. 

Cyclops nickel keeps delivering strong results! 

$BOLT.CN #BBUK #grandefratello $GOOGL $PCRCF $NCP.TSX #sbhawks https://t.co/xYPgB7CcvN",Switchback copper adds depth to Bolt Metals Corp s portfolio Cyclops nickel keeps delivering strong results BOLT CN BBUK grandefratello GOOGL PCRCF NCP TSX sbhawks,positive,GOOGL,0,0
1859931073565872392,2024-11-22 12:04:58+00:00,"Weekly Watchlist 📈
All charts shared in our Discord community  https://t.co/SgB2mRPMUb

$IQ $CRM $QCOM $SQ $MA $SPY $QQQ $CMCSA $PSTH $ADBE $GOOGL $HD $PYPL $DRYS https://t.co/gfN6l301H8",Weekly Watchlist All charts shared in our Discord community IQ CRM QCOM SQ MA SPY QQQ CMCSA PSTH ADBE GOOGL HD PYPL DRYS,neutral,GOOGL,0,0
1859930025795203453,2024-11-22 12:00:48+00:00,"Mainz Biomed’s enhanced ColoAlert sets the standard for non-invasive diagnostics. 
The U.S. market is next! 

#MissUniverse2024 $GOOGL #IceOnMyTeeth $SOFI $OVID $HOLO https://t.co/PhjyjX1HxV",Mainz Biomed s enhanced ColoAlert sets the standard for non invasive diagnostics The U S market is next MissUniverse2024 GOOGL IceOnMyTeeth SOFI OVID HOLO,neutral,GOOGL,0,0
1859929787881726027,2024-11-22 11:59:51+00:00,$googl   Top analyst target price for next week---&gt;   https://t.co/RkWLjESbxd,googl Top analyst target price for next week gt,positive,GOOGL,0,0
1859929557899604443,2024-11-22 11:58:57+00:00,"Look like legit traders include this chat and making profits. FREE Check out now..https://t.co/0VLfTzGcSc

$AMWL $VGR $CFB
$AAPL $MSFT $AMZN $GOOG $GOOGL https://t.co/KX9kfpfGLT",Look like legit traders include this chat and making profits FREE Check out now AMWL VGR CFB AAPL MSFT AMZN GOOG GOOGL,positive,GOOGL,0,0
1859929340122956270,2024-11-22 11:58:05+00:00,"Mainz Biomed DNA stabilizing buffer innovation for ColoAlert is a game-changer. 

Faster results + fewer retests = happier labs &amp; patients! 

#SmackDown #COP29  #DawgPound #DaiShun  $NVDA $AMZN $GOOGL https://t.co/7wp3J2V7cC",Mainz Biomed DNA stabilizing buffer innovation for ColoAlert is a game changer Faster results fewer retests happier labs amp patients SmackDown COP29 DawgPound DaiShun NVDA AMZN GOOGL,negative,GOOGL,0,0
1859928462959763756,2024-11-22 11:54:36+00:00,@MoroMuru HFKDBDHDB I was hella lazy that I had to take it off from Googl-,HFKDBDHDB I was hella lazy that I had to take it off from Googl,negative,GOOGL,3,0
1859928229978718640,2024-11-22 11:53:40+00:00,"$SPX $SPY $AMZN $AAPL $AMD $FB $SHOP $BYND $NVDA $GOOGL $MSFT $TSLA
Was able to close it for a 100%profit.https://t.co/FiLMnHTiqe https://t.co/lno8JbkzZl",SPX SPY AMZN AAPL AMD FB SHOP BYND NVDA GOOGL MSFT TSLA Was able to close it for a 100 profit,positive,GOOGL,0,0
1859928026349498802,2024-11-22 11:52:51+00:00,"$BOLT.CN $PCRCF: Growth-oriented Bolt Metals Corp. delivers big news—more catalysts ahead in Q4!

#Jin_Happy $GOOGL #MissUniverse #DaiShun $SKYQ #grandefratelllo #sbhawks https://t.co/UotT8z3cg8",BOLT CN PCRCF Growth oriented Bolt Metals Corp delivers big news more catalysts ahead in Q4 Jin Happy GOOGL MissUniverse DaiShun SKYQ grandefratelllo sbhawks,positive,GOOGL,0,0
1859927853586112842,2024-11-22 11:52:10+00:00,"$YM $YM_F $NQ $NQ_F $ES $ES_F $GC $GLD $QQQ $TLT $BABA $BIDU $ROKU $RTY $IWM $VIX $SPX  $FB $SHOP $BYND $NVDA $GOOGL $MSFT $TSLA $BA $CMG $INTC $NFLX $JPM $BAC #NFT #NFTS $WIF $BONK #SUNWUKONG $TBULL $TRX

BOTS OF HEAVEN® 
THE ROYAL CYBER DOLLS®
https://t.co/OQIGIWvS0z https://t.co/PDy50Tj4Eh",YM YM F NQ NQ F ES ES F GC GLD QQQ TLT BABA BIDU ROKU RTY IWM VIX SPX FB SHOP BYND NVDA GOOGL MSFT TSLA BA CMG INTC NFLX JPM BAC NFT NFTS WIF BONK SUNWUKONG TBULL TRX BOTS OF HEAVEN THE ROYAL CYBER DOLLS,neutral,GOOGL,1,0
1859927634916037012,2024-11-22 11:51:18+00:00,"Bolt Metals Corp.’s premium nickel and copper assets make them a top pick for EV growth! 

$BOLT.CN $PGX.TSX $PCRCF #BBUK #grandefratello $GOOGL #WWERaw #sbhawks https://t.co/D2YBh3eQJ7",Bolt Metals Corp s premium nickel and copper assets make them a top pick for EV growth BOLT CN PGX TSX PCRCF BBUK grandefratello GOOGL WWERaw sbhawks,positive,GOOGL,0,0
1859927578011996317,2024-11-22 11:51:05+00:00,"$GOOGL | Google has reportedly canceled the development of the Pixel Tablet 2, citing concerns over profitability.",GOOGL Google has reportedly canceled the development of the Pixel Tablet 2 citing concerns over profitability,neutral,GOOGL,2,0
1859927443693609014,2024-11-22 11:50:33+00:00,"Mainz Biomed is redefining CRC diagnostics with its enhanced ColoAlert test. 

A leader in Europe, FDA trials in 2025 could open U.S. markets. 

Big things ahead!  

#Rosé #DaiShun  #Biotech #grandefratello $GOOGL #LasVegasGP $SOFI $CTOR  $BTC $UAA https://t.co/UComYsYNX8",Mainz Biomed is redefining CRC diagnostics with its enhanced ColoAlert test A leader in Europe FDA trials in 2025 could open U S markets Big things ahead Ros DaiShun Biotech grandefratello GOOGL LasVegasGP SOFI CTOR BTC UAA,neutral,GOOGL,0,0
1859927346205073897,2024-11-22 11:50:09+00:00,"JUST IN: $GOOGL This Is Why I'm Buying More Google Stock Depsite Fears of It Being Broken Up https://t.co/TmXU2mGKh9
    
 #StockMarket #News  @adrienne1692865 @stanleycc $CLCO $SMST $NVSEF",JUST IN GOOGL This Is Why I m Buying More Google Stock Depsite Fears of It Being Broken Up StockMarket News CLCO SMST NVSEF,positive,GOOGL,0,0
1859927147563114873,2024-11-22 11:49:22+00:00,"Check out our subscriber alerts in our discord

Discord Link Here➡ https://t.co/kuJ1UZ0qxs
  $MSFT $GOOGL $FB $NFLX $NUDA $AMD $BABA $NVDA $AAPL https://t.co/vCeurGW85f",Check out our subscriber alerts in our discord Discord Link Here MSFT GOOGL FB NFLX NUDA AMD BABA NVDA AAPL,neutral,GOOGL,0,0
1859926811083456983,2024-11-22 11:48:02+00:00,"Exclusive to our Discord! Join us here for unparalleled service like no other!
https://t.co/SgB2mRPMUb

$AAPL $AMZN $SPCE $MELI $GOOGL $TWTR $FB $NIO https://t.co/kxE11VpcpC",Exclusive to our Discord Join us here for unparalleled service like no other AAPL AMZN SPCE MELI GOOGL TWTR FB NIO,positive,GOOGL,0,0
