id,created_at,text,cleaned_text,sentiment,keyword,likes,retweets
1861688847043555819,2024-11-27 08:29:44+00:00,"$TSLA $TAOP $JFK  $BB $DAL $DOW $KODK $AAPL 
Over 75k+ people. Join NOW. https://t.co/briKwU0fWq https://t.co/qbqyVvpzst",TSLA TAOP JFK BB DAL DOW KODK AAPL Over 75k people Join NOW,neutral,TSLA,0,0
1861688747613421711,2024-11-27 08:29:20+00:00,"Join the most profitable trading group 
https://t.co/C0ulmSENMO

$GOOG $AAPL $SPY $AMZN $TDOC $TSLA $COST $BA $NFLX $NVDA https://t.co/B6F64apbRD",Join the most profitable trading group GOOG AAPL SPY AMZN TDOC TSLA COST BA NFLX NVDA,positive,TSLA,0,0
1861688723701637398,2024-11-27 08:29:14+00:00,"The hype around $LEMX is unreal, let’s make it count

$xrp $bnb $floki $pepe $SOL $BTC $doge $shib $tsla $nvda #Solana #Bitcoin #Ethereum #bullrun #chillguy $rwa https://t.co/4XEvsrtzV9",The hype around LEMX is unreal let s make it count xrp bnb floki pepe SOL BTC doge shib tsla nvda Solana Bitcoin Ethereum bullrun chillguy rwa,neutral,TSLA,0,0
1861688705544790190,2024-11-27 08:29:10+00:00,"Join the most lucrative trading community. Achieve profits of up to 574%!

https://t.co/oDTL2fl58m

$SPY $QQQ $AMZN $NVDA $BA $TSLA $BABA $AMD https://t.co/1oyStdHhwC",Join the most lucrative trading community Achieve profits of up to 574 SPY QQQ AMZN NVDA BA TSLA BABA AMD,positive,TSLA,0,0
1861688686158717152,2024-11-27 08:29:05+00:00,"Selling overseas, I see 🙃 $tsla https://t.co/FzLIOF2syk",Selling overseas I see tsla,neutral,TSLA,0,0
1861688667145937179,2024-11-27 08:29:01+00:00,"Amazing! Get Winning alerts https://t.co/tshBa3fys1

$BYND $USEG $SHOP $AMZN $NVDA $BA $TSLA $BABA $AMD $DJIA $SPX $TLRY $SQ $MSFT $GLD https://t.co/NHlM6udUt4",Amazing Get Winning alerts BYND USEG SHOP AMZN NVDA BA TSLA BABA AMD DJIA SPX TLRY SQ MSFT GLD,positive,TSLA,0,0
1861688608706470221,2024-11-27 08:28:47+00:00,"ALERTS AND UPDATES AND FREE TRIALS JOIN HERE https://t.co/briKwU0fWq

$TSLA $SPY $BA $GME $RIOT $TGT $F $ORCL $PLTR $WB $GOOG $AAPL https://t.co/K8mtEKtBvI",ALERTS AND UPDATES AND FREE TRIALS JOIN HERE TSLA SPY BA GME RIOT TGT F ORCL PLTR WB GOOG AAPL,positive,TSLA,0,0
1861688595108471033,2024-11-27 08:28:44+00:00,"$SPY $QQQ $DIS $TSLA $SHOP $AMD $AAPL $SQ $AMZN $GLD $VXX $MSFT

Thanks to the discord group for the traders join here https://t.co/C0ulmSENMO https://t.co/C3Zp95H1sn",SPY QQQ DIS TSLA SHOP AMD AAPL SQ AMZN GLD VXX MSFT Thanks to the discord group for the traders join here,positive,TSLA,0,0
1861688569623969983,2024-11-27 08:28:38+00:00,"Alerts before spikes and right as big news drops Free discord chatroom

Discord Link Here➡ https://t.co/kuJ1UYZSHU
   $NFLX $QQQ  $GME $TTWO $AMAT $WMT $CBRL $TSLA $NVDA $AAPL https://t.co/PuOHVmJukP",Alerts before spikes and right as big news drops Free discord chatroom Discord Link Here NFLX QQQ GME TTWO AMAT WMT CBRL TSLA NVDA AAPL,positive,TSLA,0,0
1861688467580952946,2024-11-27 08:28:13+00:00,"Xtrader Trades Discord: Join for Free!

Chatroom:https://t.co/oDTL2fl58m

$TSLA $DSA $KODK $DOW $AAPL $TRIP $BYND $MRNA $NOK $PSV $CRM $DGLY $IGC https://t.co/0r5aNZrIAY",Xtrader Trades Discord Join for Free Chatroom TSLA DSA KODK DOW AAPL TRIP BYND MRNA NOK PSV CRM DGLY IGC,positive,TSLA,0,0
1861688447360012708,2024-11-27 08:28:09+00:00,"Entries &amp; exits! 
Free Chatroom link below 
https://t.co/C0ulmSENMO

$SPY $TSLA $SOLO  $BIOC $ABUS $GNUS $ROYT $AIM $AAPL https://t.co/lUoZWhpiMA",Entries amp exits Free Chatroom link below SPY TSLA SOLO BIOC ABUS GNUS ROYT AIM AAPL,positive,TSLA,0,0
1861688413856113130,2024-11-27 08:28:01+00:00,"Live Day-Trading room, Free access this room and get live alerts. Check out now..https://t.co/EtPiEoOGOu

$SUNW $JE $POLA $AAPL $SQQQ $TSLA $NIO $VALE $NKLA $DKNG https://t.co/Io63Zd9na6",Live Day Trading room Free access this room and get live alerts Check out now SUNW JE POLA AAPL SQQQ TSLA NIO VALE NKLA DKNG,positive,TSLA,0,0
1861688413256053209,2024-11-27 08:28:00+00:00,"It still needs to ""sink in""...  🤯 $TSLA https://t.co/sapT1SwoJG",It still needs to sink in TSLA,neutral,TSLA,0,0
1861688374043779293,2024-11-27 08:27:51+00:00,"🎯Another week went pretty well 
https://t.co/uP8mHaCOEq
✅Big or small ,Gain is what it matters

Congratulations to all the members of our ChatRoom📈

$ADBE
 
$PLTR
 
$AMZN
 
$SHOP
 
$TSLA $NIO $SPY $V 👏💰 https://t.co/L1wuLg16CC",Another week went pretty well Big or small Gain is what it matters Congratulations to all the members of our ChatRoom ADBE PLTR AMZN SHOP TSLA NIO SPY V,neutral,TSLA,0,0
1861688363654230041,2024-11-27 08:27:49+00:00,"OUR FREE ✅ “Most winning trading community, Get next winning alerts here:-

Discord Link Here ➡ https://t.co/kuJ1UYZSHU

$IPW $BURU $META $NFLX $AMD $QQQ $TSLA $SLV $CTNT $OGEN $JDZG $MULN https://t.co/qZpRweXQ9W",OUR FREE Most winning trading community Get next winning alerts here Discord Link Here IPW BURU META NFLX AMD QQQ TSLA SLV CTNT OGEN JDZG MULN,positive,TSLA,0,0
1861688350416982371,2024-11-27 08:27:45+00:00,"$TSLA $ES $YM $AMZN $BA $GS $JPM $IBM $LRCX $C $GOOG 
Stay at home safe and earn money at home by trading marketplace safe.
Click here:https://t.co/briKwU0fWq https://t.co/yJ2bBcxqLM",TSLA ES YM AMZN BA GS JPM IBM LRCX C GOOG Stay at home safe and earn money at home by trading marketplace safe Click here,positive,TSLA,0,0
